city,lng,lat,count
商丘,115.66244933826238,34.4202016658586,16
西昌,102.27148382916775,27.900580896263623,16
武清,117.05059715977872,39.389871228788344,16
阜新,121.67640799865809,42.02802190131842,16
株洲,113.14047079776427,27.833567639016444,16
喀什,76.00031273791514,39.47364953291228,16
芜湖,118.43943137653523,31.358536655799266,16
南充,106.11750261487227,30.843782508337036,15
延安,109.49658191612687,36.59111103521779,15
平顶山,113.19952856052156,33.772050748691015,15
秦皇岛,119.60853063334328,39.941748102377936,15
莱阳,120.718414309578,36.9846355683041,15
通化,125.94660627598029,41.733815801613424,15
哈密,93.52937301238876,42.34446710455244,15
亳州,115.7844632112745,33.850642695788835,15
六安,116.52640966418569,31.741450815322555,15
高密,119.76241099601636,36.388956706464846,15
娄底,112.00150349288418,27.703208596991583,15
十堰,110.80452956069568,32.63506185840116,14
上饶,117.94945960312224,28.460625921851733,14
济宁,116.59361234853988,35.420177394529645,14
攀枝花,101.72554117091441,26.58803317333301,14
宿州,116.97054394561262,33.65209532645213,14
胶州,120.03953537126692,36.27034908804922,14
常德,111.70545217995837,29.037749999406877,14
金昌,102.19460568669837,38.52582009209263,14
本溪,123.69250712420832,41.49291646055291,14
丽水,119.9295730584414,28.473278180563412,14
桐乡,120.57154315530762,30.63631118771037,13
宣化,115.10544440679553,40.614591888266105,13
邵阳,111.474432885931,27.245270272808565,13
温岭,121.39258889457587,28.377655489850408,13
滁州,118.33940613596579,32.26127087204081,13
于家堡,117.69593963872306,39.00214849843348,13
通辽,122.25052178737633,43.657980083916655,13
介休,111.92356319719394,37.03268640360337,13
凯里,107.98746889069089,26.573079425675388,13
龙岩,117.02344756677536,25.081219844871676,12
鞍山,123.00137251399407,41.11505359694933,12
黄山,118.14760982483591,30.27865098018807,12
韩城,110.44955264011737,35.482086787313165,12
泉州,118.68244626680422,24.879952330498313,12
安顺,105.95441712388904,26.25925237871499,12
涿州,115.98161971138242,39.49106583200048,12
巢湖,117.88049041703327,31.608732547545824,12
铜陵,117.81847679445747,30.95123323991339,12
临河,107.3695337956837,40.75668072584017,12
渭南,109.51658960525897,34.50571551675255,12
三门峡,111.2065332238741,34.778327249459984,12
吕梁,111.15044967529185,37.524497749577115,12
曹县,115.54845724362382,34.83180934841467,12
开封,114.31459258497121,34.80288581121172,11
宁德,119.55451074542829,26.672241711408567,11
榆林,109.74161603381395,38.290883835484046,11
广安,106.64853115607652,30.479768100141722,11
张家界,110.48553254695402,29.122815562551878,11
无为,117.90857854388872,31.308844155979028,11
宣威,104.11157606909859,26.225598378323756,11
汉口,119.65118456980305,27.086013943108874,11
天门,113.17240916632808,30.669621830099477,11
阳泉,113.58761666287546,37.862360847859385,11
塘沽,117.64908144717823,39.007936142682375,11
焦作,113.24854783457334,35.22096325403899,11
三明,117.64552116782143,26.269736515991838,11
章丘,117.53256537436938,36.685532751420155,11
淮南,117.00638885071616,32.63184739905333,10
莆田,119.0145209781265,25.45986545592271,10
青州市,118.48653672086745,36.690416508705376,10
莱西,120.52455620764162,36.89395629802583,10
汕头,116.68852864054833,23.35909171772515,10
兖州,116.7901151517282,35.557952373283435,10
高碑店,115.88056905507335,39.33233544746168,10
侯马,111.37839658489034,35.625364816257864,10
四平,124.35648155715893,43.171993571561,9
鹤岗,130.3044328986694,47.35605615768509,9
江山,118.63358329792732,28.74286848011839,9
东胜,109.96956006883481,39.82798698444443,9
漳州,117.65357645298785,24.51892979117087,9
乳山,121.54642858119733,36.92517735787775,9
邹城,117.01440416129005,35.40752093244999,9
陇西,104.64138059069448,35.01019716231762,9
石河子,86.08688567193293,44.31197647806301,9
任丘,116.1056050954973,38.717348630774524,9
集宁,113.12058699942406,41.04114617178671,9
景德镇,117.18457644638579,29.274247711040953,9
沭阳,118.81041906570952,34.11745420947911,9
鹰潭,117.0755754270272,28.265787063191418,9
蕲春,115.4423985340966,30.23253549973421,9
张掖,100.45641147405634,38.932066007004934,9
梧州,111.28551681182014,23.48274528113516,9
乌海,106.80039104999656,39.6620063648907,8
玉屏,108.92056352699828,27.248557881455984,8
长兴,119.91749832197264,31.0325793268347,8
镇江,119.43048944567383,32.19471592052375,8
孝感,113.92251007733665,30.930689227018295,8
江油,104.75241160088052,31.784128193388135,8
博乐,82.05797225459081,44.86000978463866,8
即墨,120.45353617402276,36.39474917032192,8
嘉兴,120.76355182586005,30.750974830920143,8
乐山,103.7725376036347,29.55794071745811,8
珠海,113.58255478654918,22.27656465424921,8
石门,111.386451407024,29.590365966649998,8
高平,112.93041239923134,35.80433679857751,8
朝阳,116.44955872950158,39.926374523079886,8
百色,106.62458932565383,23.908185934295958,8
瓦房店,121.98563754334361,39.63274074738802,8
韶关,113.60352734562261,24.815881278583017,8
静海,116.98046860454797,38.95337068917225,8
麻城,115.01656174777186,31.176995837411464,8
商河,117.16352979289881,37.31497071555638,8
东莞,113.75842045787648,23.02730841164339,8
内江,105.06458802499718,29.58588653832045,7
诸暨,120.25340833196779,29.714934649194955,7
池州,117.49842096159624,30.670883790764535,7
诸城,119.41640221866636,36.00200885807568,7
苍南,120.4335951222883,27.523066788446513,7
库车,82.96845878728406,41.723447514832976,7
弋阳,117.4555063762417,28.384082001230794,7
白城,122.8455906084976,45.62550435999602,7
乌拉特前旗,108.6586151381014,40.74210351292801,7
北海,109.126533212566,21.48683649576942,7
营口,122.24157466449694,40.67313683826707,7
桐城,116.98046635878418,31.0419690376743,7
定边,107.60756957446472,37.60045986534103,7
三亚,109.51855670139908,18.258736291747855,7
绥德,110.26942648535928,37.50890728893263,7
吉首,109.70444880967267,28.267493127592708,7
清河城,124.16556298034286,42.552494793453334,7
朔州,112.4393709396677,39.337108370541735,7
泾县,118.42643469241686,30.694672488541514,7
益阳,112.36151595471031,28.559711178489888,7
太谷,112.55738411926058,37.42739557731329,6
台州,121.42743470427969,28.66219405599615,6
德阳,104.40441936496448,31.133115003656755,6
萍乡,113.8614964337543,27.6283927093972,6
乌兰浩特,122.099622351983,46.07865434358189,6
隆昌,105.25295771713975,29.36786874915794,6
阿图什,76.17490640869839,39.72207912858917,6
遂宁,105.5994215306444,30.53909767110912,6
奎屯,84.90944924168677,44.43205721000423,6
牟平,121.60654911474143,37.392915451795815,6
虎门,112.08725257929449,21.788415503447272,6
新县,114.8855247552342,31.649738468474663,6
鸡西,130.97561865876668,45.300872317823895,6
潜江,112.9054740908161,30.40835793241892,6
酒泉,98.50068521606795,39.73846908071564,6
凤凰城,114.60783464154635,37.612727984451055,6
忻州,112.74062416023847,38.42238338517772,6
井冈山,114.29555585942124,26.753709741565643,6
瑞金,116.0334206628587,25.891666273953316,6
昭通,103.72351177196889,27.34408386024681,6
盐城,120.167544265761,33.355100917626196,6
霸州,116.39839726630014,39.13092059698142,6
梅河口,125.71760780995182,42.54488389028409,6
绥化,126.97535687530133,46.6600321798244,6
海阳,121.1804581977879,36.693269738228416,6
焉耆,86.58122202627663,42.06485085872785,6
那曲,92.0573384981749,31.482438388454657,6
燕郊,116.8917555482995,39.95649372151026,6
贵港,109.60552031033306,23.117448382037534,6
宜春,114.4235636759064,27.820856421848216,6
济源,112.60858070620743,35.072907226846525,5
天柱山,117.90279634728589,24.62080618389086,5
永川,105.93349936145171,29.362046335949085,5
惠州,114.4235580165817,23.116358854725593,5
鳌江,119.49291291256117,26.227722416033426,5
荆门,112.20639298023002,31.041732575569622,5
民权,115.15457605886661,34.652478726537026,5
嘉峪关,98.29620384300111,39.77796014739059,5
九台,125.84556442306521,44.1577918538605,5
甘谷,105.34247534291173,34.738300137397694,5
阳信,117.58443703790701,37.64733803495721,5
万源,108.04154069684341,32.08742084778871,5
辽源,125.15042516688747,42.89405500574631,5
诏安,117.18255858271938,23.717053963784434,5
郓城,115.95045057628886,35.6059023196872,5
淮北,116.8045372670298,33.96165630027632,5
肃宁,115.8365176799834,38.428905919717586,5
长汀,116.36356796987941,25.83918461828047,5
锡林浩特,116.09361388473624,43.938333801360066,5
永州,111.61945505792227,26.425864117900094,5
六盘水,104.8375546023468,26.598833108257494,5
连云港,119.22862133316607,34.60224952526725,5
福清,119.39046524748903,25.72634329903456,5
滦县,118.58377725189884,39.785508848228524,5
峨眉,109.33593712009724,22.49546949018848,5
沙城,120.81245798625179,27.888166569727723,5
兴国,115.36955169119426,26.34388258824273,5
巴中,106.7515853031645,31.872888585956545,5
巴楚,78.55570140180049,39.79078837708006,5
泰山,117.14141108581828,36.199444601195346,5
玉溪,102.55356029311,24.35771094244625,5
贺州,111.57352631416218,24.409450902865487,5
平凉,106.67144234827796,35.549232050463516,5
邓州,112.09342010302309,32.69391743997009,5
平遥,112.182455563814,37.195600690703,5
隆化,117.74545102429592,41.31989880502099,5
重庆北,106.55843415537664,29.568996245338923,5
太湖,116.31547630162399,30.460113290447975,5
神木,110.33126976909105,38.82903586595584,5
洪洞,111.68158942671826,36.25946707937692,5
辽阳,123.24336640651318,41.27416129045421,4
下花园,115.29351688226434,40.5081451826724,4
东台,120.32653706475246,32.872716312488244,4
武夷山,118.04157715008745,27.762553910259268,4
福安,119.65440636047963,27.094323508059915,4
临清,115.71146960045022,36.8442891866943,4
抚州,116.36453876864373,27.954892253419565,4
楚雄,101.55247228396097,25.03886038832341,4
三河县,117.0845878724791,39.98809955244307,4
文水,112.03559869260123,37.44430008265076,4
日喀则,88.89370303482552,29.275657822511512,4
新化,111.33451533499847,27.7326667510658,4
杨陵,108.09151531880505,34.27801250765433,4
秀山,109.01357389980959,28.45344786428608,4
晋江,118.55843052000408,24.787824575144548,4
梁山,116.10262029577927,35.80806388661061,4
肇庆,112.47148894063035,23.052888771125616,4
费县,117.98442508318213,35.27230412851695,4
新余,114.9235346513963,27.823578697788587,4
中卫,105.20357090088713,37.50570141870293,4
晋中,112.75959475565928,37.69283940975972,4
醴陵,113.50348315083997,27.65232514995133,4
扎兰屯,122.74445371485892,48.01995552010966,4
平南南,110.39845197864268,23.545506098828316,4
西乡,107.77339281906241,32.98939744189546,4
茂名,110.931542579969,21.669064031332095,4
自贡,104.78444884671711,29.345584921327575,4
韶山,112.53349932928586,27.92104374963106,4
濮阳,115.03559747034215,35.76759302890629,4
宣城,118.76553424276743,30.94660154529291,4
澧县,111.7655335473624,29.638946004609103,4
靖边,108.80060049853356,37.60506319395491,4
华山,116.95053137014742,24.09252279857813,4
莒南,118.84154077027218,35.18081163178793,4
滦平,117.33949787111233,40.947560962909996,4
霍州,111.76150942217721,36.574606950709004,4
湘潭,112.95046418076468,27.835702227135585,4
叶城,77.42009762186518,37.88916684442745,4
叶柏寿,119.65606352618298,41.40817192288826,4
渑池,111.76854234584539,34.77319704298588,4
和田,79.92021246975499,37.11833554446567,4
嘉善,120.93251060584033,30.83712219382042,4
涪陵,107.39641979754104,29.70927819797873,4
海石湾,102.87062810241994,36.349144564469235,4
城固,107.34061258029828,33.162399385178446,4
巨野,116.10159901224499,35.40206238060898,4
河津,110.71857214373472,35.60192657532228,4
汝州,112.85054971566392,34.17276778855066,4
瑞安,120.66158218606775,27.783950736231652,4
慈利,111.14547125235251,29.43598672596915,4
于都,115.4214992615303,25.95789394275063,4
五原,108.27349135409987,41.09445482147854,4
徽县,106.0944178700463,33.77519418708969,4
白山,126.42963008937573,41.93962720532889,4
都匀,107.52540443143744,26.266117957788534,4
开原,124.04456886374565,42.552079074778554,4
建水,102.8334395916061,23.640938563461493,4
彭水,108.17257803588225,29.29946229044254,4
珲春,130.37261321858327,42.86851511519159,4
永济,110.45457767130965,34.87282971471371,4
公主岭,124.82944866070906,43.510832663153074,4
克拉玛依,84.866221962114,45.596624206980934,4
鄂尔多斯,109.78744317923602,39.61448231394889,4
酉阳,108.77458600709745,28.8470402586741,4
灵宝,110.90040831286163,34.52314262416382,3
玉田,117.74543440564399,39.90659234818871,3
蒙自,103.37154588174573,23.402079885197992,3
衡山,112.87556328770634,27.23599602965559,3
涟源,111.67056199396235,27.69816753225533,3
桃村,110.7530153014798,36.12430302332448,3
芦台,117.83195389236255,39.33432833068875,3
武义,119.82256555866991,28.898243786650067,3
白河,110.11958688053117,32.814846485284406,3
淮滨,115.42643896891468,32.479469756662695,3
精河,82.90065531620479,44.60664594349165,3
永康,120.0545507107813,28.894203967254516,3
福海,87.4931572463246,47.118140737535164,3
泊头,116.5846280358124,38.08925691544578,3
泽普,77.26655942376085,38.19072551633278,3
榆次,112.71450350211099,37.703940486801216,3
梅州,116.12953737612247,24.294177532206206,3
佛山,113.12851219549718,23.02775875078891,3
黄石,115.04553290894361,30.205207848941598,3
山海关,119.78243521396982,39.984445641831485,3
金寨,115.94044120714393,31.73346173438129,3
合浦,109.21343861130296,21.66700573564183,3
巩义,113.02843100495258,34.754096888696935,3
师宗,103.99155634452771,24.82799496950119,3
台前,115.87856816938043,35.97501271252134,3
随州,113.38945001822157,31.6965167723283,3
乐清,120.9925018561657,28.118179995228274,3
建瓯,118.31146073368568,27.028955089428838,3
平泉,118.73932350857935,41.07530376870277,3
原平,112.71748713403183,38.73647589760487,3
广德,119.42747581034895,30.883667102643013,3
丰都,107.73748061819887,29.86941278921405,3
鄯善,90.22009388610284,42.874759228479064,3
建始,109.72855610898769,30.60790702631939,3
黄州,114.88653238452474,30.440224145145685,3
尼勒克,82.51800753168041,43.80459483623821,3
东安,129.63347765344335,44.58746037757089,3
黔江,108.77759119834955,29.53881256766016,3
宿松,116.1355236994904,30.159786861375334,3
天义,120.85869935734087,40.75020158786185,3
临海,121.15158529413057,28.8640493290829,3
图们,129.85038151374656,42.97428349907469,3
固安,116.30542004093144,39.44448485530404,3
婺源,117.86844502242613,29.254039048096878,3
固原,106.24857742607188,36.02161725801098,3
四合永,116.28046547318645,40.13401296746962,3
丰台,116.29240188731139,39.8649371975573,3
长寿,107.08753107006804,29.863520067323154,3
嘉祥,116.34861308510659,35.41325504410229,3
中山,121.65154739366945,38.92451111549568,3
咸宁,114.32851909026844,29.847055947646492,3
和硕,86.88368903725248,42.28806506242823,3
丽江,100.23246452903453,26.860657438064884,3
铁岭,123.73236520917769,42.22994799718447,3
霍林郭勒,119.67046591393887,45.53751332060997,3
即墨北,120.45353617402276,36.39474917032192,3
旬阳,109.3715567433842,32.83986422177221,3
二连浩特,111.95836319332828,43.648800184052014,3
敦煌,94.66852702576244,40.14786748424431,3
兴义,104.9024609483044,25.09811331029694,3
马鞍山,118.5135795794315,31.676265597609103,3
北屯,87.84346630198361,47.33886454910663,3
饶阳,115.73257160535455,38.24103752542849,3
上海虹桥,121.3369687810281,31.230824701233697,3
昆山,120.98745249794995,31.390863425081864,3
南京南,118.80242172124585,32.06465288561847,3
辛集,115.22445084279079,37.949309043172505,3
兴安,130.24554573859015,47.25871626948282,3
新干,115.39359474833033,27.746080951712873,3
德清,119.98346466845346,30.548628239138925,3
普兰店,121.94645983496748,39.398089145183164,3
松江河,127.8595633103331,42.78803645005073,3
牙克石,120.718346837101,49.292023693206346,2
白银西,104.15541276065119,36.54146356806949,2
商南,110.88840847836768,33.5375334767074,2
阳泉北,113.58761666287546,37.862360847859385,2
兴宁,108.37544497421953,22.86029095125464,2
略阳,106.16354400615846,33.333193777733165,2
商洛,109.92441788136406,33.87863385220776,2
独山,107.5514977810688,25.828287807074048,2
田东,107.13249943540772,23.603129804014763,2
茶陵,113.54547165714293,26.78358911035979,2
鲁山,112.91443396963372,33.74487886345235,2
防城港,108.360418838298,21.6930052899694,2
高安,115.38256535328246,28.422857002119002,2
琼海,110.4805445259504,19.26425401991763,2
临泽,100.17055476077383,39.15851444472609,2
海安,120.47392692165361,32.553985066143284,2
大方,105.61845131242103,27.147060750626153,2
冷水江,111.44153972291355,27.692058848957522,2
清河,124.16556298034286,42.552494793453334,2
枣强,115.7305629044037,37.51936368976413,2
眉山,103.85656331579456,30.082526119421058,2
满洲里,117.38543585768029,49.604098854866066,2
滨海,119.82762105908833,33.99564654746655,2
博兴,118.1174926953251,37.160477277651474,2
溧阳,119.49150603896412,31.42210229215941,2
莎车,77.25243671368574,38.42015675241895,2
南丰,116.53140350859456,27.224733524876402,2
青铜峡,106.0853703166109,38.027412223967175,2
湘乡,112.54149155340549,27.740190553343652,2
云霄,117.34644831448325,23.964072828247573,2
北戴河,119.491526071177,39.841005667935896,2
叙永,105.45150761141588,28.161714341910837,2
北安,126.49737974225795,48.247419532218935,2
渠县,106.97958296702429,30.84229928348102,2
利津南,118.26161799914311,37.49586029903058,2
利川,108.94248057755993,30.297203443679802,2
白山市,126.42963008937573,41.93962720532889,2
盐池,107.4133795486424,37.78929564990927,2
乌鲁木齐南,87.62443993536046,43.830763204290484,2
南陵,118.34041816695333,30.920260298683342,2
五莲,119.21558036258607,35.75569710410426,2
深州,115.56636927583166,38.00694123492171,2
丰镇,113.1166012178763,40.44180480884355,2
阿克陶,75.95372526670941,39.15388851764215,2
大杨树,115.47270351635737,38.88240682211786,2
平顶山西,113.19952856052156,33.772050748691015,2
鄂州,114.90160738827099,30.39657217331699,2
永修,115.81540658684771,29.02800561626137,2
海伦,126.9365085755555,47.456903841096434,2
福鼎,120.22345190932259,27.33052497252825,2
禹城,116.64437110138118,36.94024200876569,2
德保,106.62158260728236,23.328994351285857,2
怀集,112.19146878783033,23.917842129185328,2
上虞,120.87450989363869,30.038242967062466,2
秦安,105.68157480343173,34.86487611156845,2
恭城,110.83455963070226,24.837194365911333,2
邵东,111.75049070295837,27.264507471565526,2
惠安,118.80341550029883,25.03694981503913,2
抚顺,123.9643746156145,41.88596959305694,2
文山,104.23854382746465,23.391944131908,2
樟树,115.55241893532511,28.062153117647533,2
新和,82.61582303052585,41.55399962847732,2
贵阳北,106.63657676352776,26.653324822309752,2
新晃,109.18147151143545,27.358782968573223,2
梁平,107.77609725763075,30.66055325502347,2
三河,117.0845878724791,39.98809955244307,2
桦南,130.56038502152637,46.245077476879636,2
桑根达来,109.68086206912255,42.207108995200656,2
普者黑,104.13047581156435,24.119211322138526,2
迁安,118.70645736056483,40.00418392493125,2
松原,124.83148187569292,45.14740419341382,2
米易,102.11644043040211,26.89696797612047,2
资阳,112.33043548238085,28.59723454973666,2
柴沟堡,114.4268933499956,40.67656937927395,2
柳林,110.89538983929958,37.43549296493386,2
府谷,111.0736281151979,39.033795629849784,2
讷河,124.89054905619638,48.49008659326358,2
宁明,107.0835238190199,22.145884844183623,2
钟祥,112.59447102156223,31.174029854963006,2
耒阳,112.86659721058366,26.428065593927606,2
太原南,112.55639149167204,37.87698902884778,2
奉化,121.41352776719268,29.661146412779814,2
嫩江,125.22763469542623,49.19132018475566,2
镇远,108.43658077263082,27.054820913900503,2
泸州,105.4485240693266,28.87766830360723,2
祁阳,111.84742029287784,26.586434994948338,2
平邑,117.64654058086437,35.51201963664022,2
绩溪县,118.58544384056862,30.073292199532997,2
定西,104.63242008306302,35.586832926561875,2
宜州,108.64353158747622,24.49108436773905,2
钦州,108.66058016842224,21.986593539484296,2
如皋,120.57946558109177,32.37785148610902,2
尚志,128.0154882066594,45.215473941866705,2
沂水,118.63461726384591,35.79618058471814,2
平昌,107.11059310022719,31.56618581009506,2
平原,116.4405047082665,37.171221463311625,2
常州北,119.98148471327892,31.815795653327836,2
江门,113.08855619524043,22.584603880965,2
江华,111.58545203844761,25.19134892401461,2
峨眉山,103.49154557410374,29.60697552746157,2
沙河,114.50947385688346,36.8611273411454,2
舒兰,126.97137703226396,44.412270028323626,1
罗平,104.31551019438137,24.89051972489473,1
龙海,117.82445086941169,24.452939738546615,1
龙江,123.2115389834243,47.343605740150764,1
黄口,118.70958671291058,33.77265933405454,1
苍溪,105.94148261460028,31.73868440061661,1
龙川,115.2665554848457,24.105850721954667,1
鲅鱼圈,122.12757349697273,40.2323398507732,1
鹤庆,100.18249206302262,26.566197313344603,1
罗湖,114.13743190157126,22.55448487585574,1
绩溪,118.58544384056862,30.073292199532997,1
龙口,120.48536852807433,37.65255512549617,1
黄冈,114.87849048410779,30.4593588576181,1
高邑,114.61841307285897,37.62187956155255,1
黑河,127.53548988621854,50.25127231175015,1
缙云,120.0974783056641,28.665214747164,1
黎平,109.14356697147115,26.236874050191798,1
鹰手营子,117.6615540506832,40.553210242004,1
龙南,114.796554137092,24.91659946115653,1
绥棱,127.12051514062621,47.24251579385352,1
绥芬河,131.15739222566847,44.41815437238761,1
黄村,114.64740092724199,36.23803246384279,1
赤峰市,118.8955203975195,42.2616861034116,1
高台,99.82575950433726,39.38364604680699,1
西林,129.31959406806186,47.48639310068606,1
虎林,132.94346566318296,45.76894691288418,1
长庆桥,120.72386168988544,31.164334797039736,1
蚌埠南,117.39551332813694,32.921523704350825,1
蛟河,127.3514801867702,43.73000387050733,1
融水,109.26256083114997,25.07207650410932,1
镇赉,123.2065757556511,45.8531166353894,1
镇安,109.15957460913961,33.42904465014651,1
铁力,128.0383649039294,46.992948620259035,1
襄樊,112.17632579650555,32.094933645820944,1
金罗,114.58251813663004,30.526441057164064,1
金城江,108.04350707482638,24.69567938223939,1
都江堰,103.65353360443186,30.994256893542204,1
蔡家坡,118.12458664543911,24.44026193064773,1
郯城,118.37358710977321,34.61922593247125,1
谷城,111.65957564172129,32.268983068947186,1
贵定,107.2405543594035,26.590659655038948,1
邵武,117.49941950209916,27.346469966260766,1
通渭,105.24840362210966,35.217216821266426,1
连云港东,119.22862133316607,34.60224952526725,1
资中,104.85849482242187,29.770234032564836,1
越西,102.51447448140046,28.645827564326137,1
赶水,106.72706496395953,28.747751473853942,1
赤壁,113.90643686179263,29.73066599752579,1
